"","demand_date","peak_demand","TO","TE","Winter","start_year","Nov_date","DSN","DOW","DOW2","Xmas","Winter1","Winter2","Winter3","Winter4","Winter5","Winter6","Winter7","Winter8","Winter9","Winter10","Winter11","Winter12","Winter13","Winter14","Winter15","Winter16","Winter17","Winter18","Winter19","Winter20","Winter21","Winter22","Winter23","Winter24","Winter25","Winter26","TEW1","TEW2","TEW3","TEW4","TEW5","TEW6","TEW7","TEW8","TEW9","TEW10","TEW11","TEW12","TEW13","TEW14","TEW15","TEW16","TEW17","TEW18","TEW19","TEW20","TEW21","TEW22","TEW23","TEW24","TEW25","TEW26"
"1",1991-01-01,37177,8.03380006075,8.03380006075,"1990/91","1990",1990-11-01,61,"Tuesday",3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03380006075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1991-01-02,46861,6.62414030275,7.32897018175,"1990/91","1990",1990-11-01,62,"Wednesday",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32897018175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",1991-01-03,48295.5,5.40394683825,6.36645851,"1990/91","1990",1990-11-01,63,"Thursday",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36645851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",1991-01-04,47227,3.42467712175,4.895567815875,"1990/91","1990",1990-11-01,64,"Friday",6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.895567815875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",1991-01-05,42109,4.940087321,4.9178275684375,"1990/91","1990",1990-11-01,65,"Saturday",7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9178275684375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",1991-01-06,39458.5,4.18736670825,4.55259713834375,"1990/91","1990",1990-11-01,66,"Sunday",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55259713834375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",1991-01-07,50009.5,4.479536494,4.51606681617188,"1990/91","1990",1990-11-01,67,"Monday",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51606681617188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991-01-08,51292,6.51556774575,5.51581728096094,"1990/91","1990",1990-11-01,68,"Tuesday",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51581728096094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",1991-01-09,50370,5.64377074625,5.57979401360547,"1990/91","1990",1990-11-01,69,"Wednesday",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57979401360547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",1991-01-10,49350,3.95668177925,4.76823789642773,"1990/91","1990",1990-11-01,70,"Thursday",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76823789642773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",1991-01-11,48359,3.55781942175,4.16302865908887,"1990/91","1990",1990-11-01,71,"Friday",6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16302865908887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",1991-01-12,42236,1.700163526,2.93159609254443,"1990/91","1990",1990-11-01,72,"Saturday",7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93159609254443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1991-01-13,40811,-0.33442276375,1.29858666439722,"1990/91","1990",1990-11-01,73,"Sunday",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29858666439722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1991-01-14,51481,0.24029074075,0.769438702573608,"1990/91","1990",1990-11-01,74,"Monday",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769438702573608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",1991-01-15,51503,-0.6256320595,0.0719033215368042,"1990/91","1990",1990-11-01,75,"Tuesday",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719033215368042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",1991-01-16,51110,0.939691811,0.505797566268402,"1990/91","1990",1990-11-01,76,"Wednesday",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505797566268402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",1991-01-17,49872.5,4.480321508,2.4930595371342,"1990/91","1990",1990-11-01,77,"Thursday",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4930595371342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",1991-01-18,48881.5,6.1576302685,4.3253449028171,"1990/91","1990",1990-11-01,78,"Friday",6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3253449028171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",1991-01-19,41747,3.3099113995,3.81762815115855,"1990/91","1990",1990-11-01,79,"Saturday",7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81762815115855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1991-01-20,38778.5,7.279563665,5.54859590807928,"1990/91","1990",1990-11-01,80,"Sunday",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54859590807928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",1991-01-21,48942.5,3.21065438775,4.37962514791464,"1990/91","1990",1990-11-01,81,"Monday",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37962514791464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",1991-01-22,50389.5,1.9846330915,3.18212911970732,"1990/91","1990",1990-11-01,82,"Tuesday",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18212911970732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",1991-01-23,50359,1.37535414325,2.27874163147866,"1990/91","1990",1990-11-01,83,"Wednesday",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27874163147866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",1991-01-24,50059.5,0.44483337725,1.36178750436433,"1990/91","1990",1990-11-01,84,"Thursday",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36178750436433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",1991-01-25,49309,0.08786866175,0.724828083057165,"1990/91","1990",1990-11-01,85,"Friday",6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724828083057165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",1991-01-26,43013.5,0.324019127,0.524423605028582,"1990/91","1990",1990-11-01,86,"Saturday",7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524423605028582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1991-01-27,40567,0.0460834067500001,0.285253505889291,"1990/91","1990",1990-11-01,87,"Sunday",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285253505889291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",1991-01-28,50646.5,0.7006917135,0.492972609694646,"1990/91","1990",1990-11-01,88,"Monday",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492972609694646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",1991-01-29,51523,-0.14065667525,0.176157967222323,"1990/91","1990",1990-11-01,89,"Tuesday",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176157967222323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",1991-01-30,51418,-0.33383022175,-0.0788361272638386,"1990/91","1990",1990-11-01,90,"Wednesday",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0788361272638386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",1991-01-31,50786,-0.02682389875,-0.0528300130069193,"1990/91","1990",1990-11-01,91,"Thursday",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528300130069193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",1991-02-01,48686.5,0.56425727,0.25571362849654,"1990/91","1990",1990-11-01,92,"Friday",6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25571362849654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",1991-02-02,42219.5,0.16940339725,0.21255851287327,"1990/91","1990",1990-11-01,93,"Saturday",7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21255851287327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",1991-02-03,40843,-0.8715518985,-0.329496692813365,"1990/91","1990",1990-11-01,94,"Sunday",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.329496692813365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",1991-02-04,51692,-0.84897606775,-0.589236380281683,"1990/91","1990",1990-11-01,95,"Monday",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.589236380281683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",1991-02-05,51185.5,-0.4869824635,-0.538109421890841,"1990/91","1990",1990-11-01,96,"Tuesday",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.538109421890841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",1991-02-06,52242.5,-3.61136418925,-2.07473680557042,"1990/91","1990",1990-11-01,97,"Wednesday",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07473680557042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",1991-02-07,52819,-2.93585946375,-2.50529813466021,"1990/91","1990",1990-11-01,98,"Thursday",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50529813466021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1991-02-08,50564,-2.06749410575,-2.28639612020511,"1990/91","1990",1990-11-01,99,"Friday",6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28639612020511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1991-02-09,45258.5,-3.65737382625,-2.97188497322755,"1990/91","1990",1990-11-01,100,"Saturday",7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.97188497322755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",1991-02-10,43095.5,-0.25024926575,-1.61106711948878,"1990/91","1990",1990-11-01,101,"Sunday",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.61106711948878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",1991-02-11,50385,-0.484407781,-1.04773745024439,"1990/91","1990",1990-11-01,102,"Monday",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04773745024439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",1991-02-12,50064.5,0.28108411,-0.383326670122194,"1990/91","1990",1990-11-01,103,"Tuesday",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.383326670122194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",1991-02-13,49499.5,-0.666275229,-0.524800949561097,"1990/91","1990",1990-11-01,104,"Wednesday",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.524800949561097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",1991-02-14,49356,-0.15357791175,-0.339189430655549,"1990/91","1990",1990-11-01,105,"Thursday",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.339189430655549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",1991-02-15,47390,2.5845961745,1.12270337192223,"1990/91","1990",1990-11-01,106,"Friday",6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12270337192223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",1991-02-16,41386,0.94837385925,1.03553861558611,"1990/91","1990",1990-11-01,107,"Saturday",7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03553861558611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",1991-02-17,39250.5,1.051074268,1.04330644179306,"1990/91","1990",1990-11-01,108,"Sunday",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04330644179306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",1991-02-18,47427.5,0.785532489,0.914419465396528,"1990/91","1990",1990-11-01,109,"Monday",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914419465396528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",1991-02-19,48205.5,1.26037771875,1.08739859207326,"1990/91","1990",1990-11-01,110,"Tuesday",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08739859207326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",1991-02-20,47805.5,4.51317579625,2.80028719416163,"1990/91","1990",1990-11-01,111,"Wednesday",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80028719416163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",1991-02-21,48145,4.3023485855,3.55131788983082,"1990/91","1990",1990-11-01,112,"Thursday",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55131788983082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1991-02-22,46453.5,6.32083875,4.93607831991541,"1990/91","1990",1990-11-01,113,"Friday",6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93607831991541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",1991-02-23,39670.5,9.745493009,7.3407856644577,"1990/91","1990",1990-11-01,114,"Saturday",7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3407856644577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",1991-02-24,37282,7.848649608,7.59471763622885,"1990/91","1990",1990-11-01,115,"Sunday",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59471763622885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",1991-02-25,44721,8.27417485,7.93444624311443,"1990/91","1990",1990-11-01,116,"Monday",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93444624311443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",1991-02-26,44989,7.91503974825,7.92474299568221,"1990/91","1990",1990-11-01,117,"Tuesday",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92474299568221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",1991-02-27,46625.5,5.38600131225,6.65537215396611,"1990/91","1990",1990-11-01,118,"Wednesday",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65537215396611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",1991-02-28,45633.5,4.59138075825,5.62337645610805,"1990/91","1990",1990-11-01,119,"Thursday",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62337645610805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",1991-03-01,44326,4.25914961175,4.94126303392903,"1990/91","1990",1990-11-01,120,"Friday",6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94126303392903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",1991-03-02,39747.5,4.08719313025,4.51422808208951,"1990/91","1990",1990-11-01,121,"Saturday",7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51422808208951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",1991-03-03,37902,5.39218591075,4.95320699641976,"1990/91","1990",1990-11-01,122,"Sunday",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95320699641976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",1991-03-04,46491.5,6.73687057225,5.84503878433488,"1990/91","1990",1990-11-01,123,"Monday",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84503878433488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",1991-03-05,45175,8.278780686,7.06190973516744,"1990/91","1990",1990-11-01,124,"Tuesday",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06190973516744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",1991-03-06,45003.5,9.82274149125,8.44232561320872,"1990/91","1990",1990-11-01,125,"Wednesday",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44232561320872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",1991-03-07,44077.5,8.7579845865,8.60015509985436,"1990/91","1990",1990-11-01,126,"Thursday",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60015509985436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",1991-03-08,42770,9.55741233525,9.07878371755218,"1990/91","1990",1990-11-01,127,"Friday",6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07878371755218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",1991-03-09,37718,8.80297246875,8.94087809315109,"1990/91","1990",1990-11-01,128,"Saturday",7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94087809315109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",1991-03-10,36008,8.90999743275,8.92543776295054,"1990/91","1990",1990-11-01,129,"Sunday",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92543776295054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",1991-03-11,43544.5,9.79862731975,9.36203254135027,"1990/91","1990",1990-11-01,130,"Monday",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36203254135027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",1991-03-12,43691,11.4555196525,10.4087760969251,"1990/91","1990",1990-11-01,131,"Tuesday",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4087760969251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",1991-03-13,41425.5,12.7288377,11.5688068984626,"1990/91","1990",1990-11-01,132,"Wednesday",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5688068984626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",1991-03-14,42268,10.408137601,10.9884722497313,"1990/91","1990",1990-11-01,133,"Thursday",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9884722497313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",1991-03-15,41883.5,8.16575720275,9.57711472624064,"1990/91","1990",1990-11-01,134,"Friday",6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57711472624064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",1991-03-16,36514.5,10.47813370225,10.0276242142453,"1990/91","1990",1990-11-01,135,"Saturday",7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0276242142453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",1991-03-17,35906.5,9.28861824,9.65812122712266,"1990/91","1990",1990-11-01,136,"Sunday",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65812122712266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",1991-03-18,43921.5,8.4692621345,9.06369168081133,"1990/91","1990",1990-11-01,137,"Monday",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06369168081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",1991-03-19,42048,11.6284123925,10.3460520366557,"1990/91","1990",1990-11-01,138,"Tuesday",3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3460520366557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",1991-03-20,43227.5,11.07783472,10.7119433783278,"1990/91","1990",1990-11-01,139,"Wednesday",4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7119433783278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",1991-03-21,41747.5,7.915222472,9.31358292516392,"1990/91","1990",1990-11-01,140,"Thursday",5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31358292516392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",1991-03-22,41244.5,5.73914000025,7.52636146270696,"1990/91","1990",1990-11-01,141,"Friday",6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52636146270696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
